,Country_Region,Province_State,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio
128,Colombia,Tolima,10862,277,8129,2456.0,816.5769173807892,2.5501749217455347
129,Colombia,Valle del Cauca,56837,2092,47119,7626.0,1269.8491427172185,3.680700951844748
130,Colombia,Vaupes,679,5,457,217.0,1664.3380640733387,0.7363770250368189
131,Colombia,Vichada,397,4,221,172.0,368.24725437815374,1.0075566750629723
132,Denmark,Faroe Islands,431,0,412,19.0,882.0218970633377,0.0
133,Denmark,Greenland,14,0,14,0.0,24.660043683505954,0.0
134,France,French Guiana,9692,65,9341,286.0,3244.922693700993,0.6706562113082954
135,France,French Polynesia,1271,2,1028,241.0,452.4677469882949,0.15735641227380015
136,France,Guadeloupe,3426,26,837,2563.0,856.2281475631488,0.7589025102159953
137,France,Martinique,1122,18,98,1006.0,298.98871464165325,1.6042780748663101
138,France,Mayotte,3541,40,2964,537.0,1297.9586749898285,1.1296243998870377
139,France,New Caledonia,26,0,26,0.0,9.107117212101258,0.0
140,France,Reunion,3194,15,2482,697.0,356.74873898144546,0.469630557294928
141,France,Saint Barthelemy,23,0,16,7.0,232.6757713707637,0.0
142,France,Saint Pierre and Miquelon,11,0,5,6.0,189.8188093183779,0.0
143,France,St Martin,330,6,206,118.0,853.6175276132336,1.8181818181818181
144,Germany,Baden-Wurttemberg,46779,1871,41228,3680.0,422.5923532636833,3.9996579661814073
145,Germany,Bayern,64465,2648,56398,5419.0,492.9752649765945,4.1076553168385965
146,Germany,Berlin,13064,227,11667,1170.0,358.42588919196686,1.7375995101041029
147,Germany,Brandenburg,4117,173,3792,152.0,163.8987275455359,4.202088899684236
148,Germany,Bremen,2192,59,2015,118.0,320.94362109911475,2.6916058394160585
149,Germany,Hamburg,7149,269,6129,751.0,388.28381162287866,3.7627640229402712
150,Germany,Hessen,17516,543,15649,1324.0,279.54889783585804,3.100022836263987
151,Germany,Mecklenburg-Vorpommern,1105,20,1014,71.0,68.64739776662991,1.8099547511312213
152,Germany,Niedersachsen,18775,669,16482,1624.0,235.2035365592109,3.5632490013315583
153,Germany,Nordrhein-Westfalen,64692,1844,58524,4324.0,360.7497854054038,2.8504297285599463
154,Germany,Rheinland-Pfalz,10075,247,9057,771.0,246.6434458696587,2.4516129032258065
155,Germany,Saarland,3275,176,3003,96.0,330.63808607493723,5.374045801526719
156,Germany,Sachsen,6658,226,5826,606.0,163.26882931246854,3.3944127365575247
157,Germany,Sachsen-Anhalt,2423,66,2213,144.0,109.72136750046757,2.723895996698308
158,Germany,Schleswig-Holstein,4384,161,3981,242.0,151.34400658401663,3.672445255474453
159,Germany,Thuringen,3919,189,3532,198.0,182.86210219093903,4.82265884154121
160,Germany,Unknown,2344,0,0,2344.0,,0.0
161,India,Andaman and Nicobar Islands,3631,52,3414,165.0,870.6682396723544,1.4321123657394657
162,India,Andhra Pradesh,609558,5244,519891,84423.0,1130.8341944263138,0.8602954927997007
163,India,Arunachal Pradesh,7005,13,5106,1886.0,446.0482228751103,0.185581727337616
164,India,Assam,152858,540,123687,28631.0,429.2915229485945,0.3532690470894556
165,India,Bihar,165218,859,151750,12609.0,132.3862964470027,0.519919137140021
166,India,Chandigarh,9506,113,6415,2978.0,820.5629306854802,1.1887229118451503
167,India,Chhattisgarh,81617,645,44392,36580.0,277.2671542087029,0.790276535525687
168,India,Dadra and Nagar Haveli and Daman and Diu,2859,2,2639,218.0,464.33142122119654,0.06995452955578874
169,India,Delhi,238828,4907,201671,32250.0,1276.4095751134014,2.0546167116083542
170,India,Goa,27379,335,21314,5730.0,1726.02048857368,1.2235655064100224
171,India,Gujarat,120336,3286,100974,16076.0,188.4006266932294,2.7306874085892834
172,India,Haryana,106261,1092,83878,21291.0,376.749372054834,1.0276583130217107
173,India,Himachal Pradesh,11622,111,7081,4430.0,155.95907382693534,0.9550851832731028
174,India,Jammu and Kashmir,61041,966,39305,20770.0,448.6224048824369,1.5825428810144002
175,India,Jharkhand,68578,602,54052,13924.0,177.69107218572196,0.8778325410481496
176,India,Karnataka,502982,7808,394026,101148.0,744.4671456667662,1.5523418333061618
177,India,Kerala,126381,501,90085,35795.0,354.0139267719107,0.3964203479953474
178,India,Ladakh,3635,48,2600,987.0,1325.2445413414318,1.3204951856946354
179,India,Lakshadweep,0,0,0,0.0,0.0,
180,India,Madhya Pradesh,100458,1901,76952,21605.0,117.68886841587171,1.8923331143363402
181,India,Maharashtra,1167496,31791,834432,301273.0,948.0720829266996,2.7230071880331925
182,India,Manipur,8607,52,6629,1926.0,278.40448707685,0.6041594051353549
183,India,Meghalaya,4445,32,2437,1976.0,132.02800359995368,0.7199100112485939
184,India,Mizoram,1548,0,973,575.0,124.91486745144621,0.0
185,India,Nagaland,5357,15,4129,1213.0,238.1211675360437,0.2800074668657831
186,India,Odisha,171341,682,137567,33092.0,369.61723504710267,0.3980366637290549
187,India,Puducherry,21913,462,16715,4736.0,1550.219236499517,2.1083375165426914
188,India,Punjab,92833,2708,68463,21662.0,307.99194184020746,2.9170661295013627
189,India,Rajasthan,111290,1308,92265,17717.0,137.33963585979478,1.1753077545152304
190,India,Sikkim,2303,24,1857,422.0,333.646745893885,1.0421189752496742
191,India,Tamil Nadu,530908,8685,475717,46506.0,682.0392581739452,1.6358766490616077
192,India,Telangana,169169,1025,137508,30636.0,429.7694580752169,0.6059029727668781
193,India,Tripura,21484,235,14142,7107.0,515.2292895044695,1.093837274250605
194,India,Unknown,0,0,0,0.0,,
195,India,Uttar Pradesh,342788,4869,270094,67825.0,144.09957679776872,1.4204114496423446
196,India,Uttarakhand,38007,464,26250,11293.0,337.81423603426515,1.2208277422580052
197,India,West Bengal,218772,4242,190021,24509.0,219.63008816556012,1.9390049914979977
198,Italy,Abruzzo,4137,474,2984,679.0,315.4210951676604,11.457577955039884
199,Italy,Basilicata,631,28,438,165.0,112.10423739804466,4.437400950871632
