,Unnamed: 0_x,country,province,age,sex,RecoveryRate,Hospitalizations,NonHospitalizations,deceased,Unnamed: 0_y,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio
132,424,Germany,Nordrhein-Westfalen,47.60389923752533,0.4947398899720104,0.0,0.0,0.25,0.0,177,64692,1844,58524,4324.0,360.7497854054038,2.8504297285599463
133,425,Germany,Rheinland-Pfalz,46.69387064002709,0.4873010497798849,0.0,0.0,0.25,0.0,178,10075,247,9057,771.0,246.6434458696587,2.4516129032258065
134,427,Germany,Saarland,49.45704467353952,0.4810996563573883,0.0,0.0,0.25,0.0,179,3275,176,3003,96.0,330.63808607493723,5.374045801526719
135,428,Germany,Sachsen,48.47710976282405,0.4627688913403199,0.0,0.0,0.25,0.0,180,6658,226,5826,606.0,163.26882931246854,3.3944127365575247
136,429,Germany,Sachsen-Anhalt,49.59313725490196,0.4571078431372549,0.0,0.0,0.25,0.0,181,2423,66,2213,144.0,109.72136750046757,2.723895996698308
137,432,Germany,Schleswig-Holstein,48.66469321851453,0.4903121636167922,0.0,0.0,0.25,0.0,182,4384,161,3981,242.0,151.34400658401663,3.672445255474453
138,433,Germany,Thuringen,50.93564356435643,0.4596888260254597,0.0,0.0,0.25,0.0,183,3919,189,3532,198.0,182.86210219093903,4.82265884154121
139,449,India,Andaman and Nicobar Islands,45.56363636363636,0.5454545454545454,0.15,0.1,0.0,0.0,186,3631,52,3414,165.0,870.6682396723544,1.4321123657394657
140,450,India,Andhra Pradesh,44.742715530189244,0.5609792730549714,0.0943226194052268,0.15436317212376088,0.0,0.001314208471012316,187,609558,5244,519891,84423.0,1130.8341944263138,0.8602954927997007
141,451,India,Arunachal Pradesh,44.861111111111114,0.5833333333333334,0.0,0.25,0.0,0.0,188,7005,13,5106,1886.0,446.0482228751103,0.185581727337616
142,452,India,Assam,44.515723270440255,0.5477415666094911,0.02715837621497999,0.2222698684962836,0.0,0.0005717552887364207,189,152858,540,123687,28631.0,429.2915229485945,0.3532690470894556
143,453,India,Bihar,36.496538081107815,0.7362347510715463,0.07575008242664029,0.17334322453016815,0.0,0.0009066930431915596,190,165218,859,151750,12609.0,132.3862964470027,0.519919137140021
144,454,India,Chandigarh,40.40963855421687,0.5100401606425703,0.09889558232931726,0.14909638554216867,0.0,0.002008032128514056,191,9506,113,6415,2978.0,820.5629306854802,1.1887229118451503
145,455,India,Chhattisgarh,46.475328947368425,0.5361842105263158,0.039884868421052634,0.20970394736842105,0.0,0.00041118421052631577,192,81617,645,44392,36580.0,277.2671542087029,0.790276535525687
146,456,India,Dadra and Nagar Haveli and Daman and Diu,51.0,0.3333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.0,193,2859,2,2639,218.0,464.33142122119654,0.06995452955578874
147,457,India,Delhi,45.02210948479759,0.5539711376958146,0.06745963733589277,0.17851266582113598,0.0,0.00402769684297124,194,238828,4907,201671,32250.0,1276.4095751134014,2.0546167116083542
148,458,India,Goa,42.85454545454545,0.6181818181818182,0.08409090909090909,0.16590909090909092,0.0,0.0,195,27379,335,21314,5730.0,1726.02048857368,1.2235655064100224
149,459,India,Gujarat,45.22472302799426,0.5635200782860937,0.09147939747667144,0.1505172474050257,0.0,0.008003355118302871,196,120336,3286,100974,16076.0,188.4006266932294,2.7306874085892834
150,460,India,Haryana,45.13572303921568,0.5563725490196079,0.06701899509803921,0.18152573529411764,7.659313725490196e-05,0.0013786764705882356,197,106261,1092,83878,21291.0,376.749372054834,1.0276583130217107
151,461,India,Himachal Pradesh,44.637744034707154,0.5488069414316703,0.05314533622559653,0.1941431670281996,0.0,0.0027114967462039045,198,11622,111,7081,4430.0,155.95907382693534,0.9550851832731028
152,462,India,Jammu and Kashmir,45.3825327510917,0.5484716157205239,0.058879184861717615,0.1892285298398836,0.0,0.0018922852983988356,199,61041,966,39305,20770.0,448.6224048824369,1.5825428810144002
153,463,India,Jharkhand,44.75,0.5455426356589147,0.06807170542635659,0.1814437984496124,0.0,0.0004844961240310077,200,68578,602,54052,13924.0,177.69107218572196,0.8778325410481496
