,Country_Region,Province_State,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio
332,Netherlands,Friesland,1011,69,0,942.0,155.54875168665004,6.824925816023739
333,Netherlands,Gelderland,9126,692,0,8434.0,437.4980824103335,7.582730659653738
334,Netherlands,Groningen,1011,19,0,992.0,172.5650575387546,1.8793273986152323
335,Netherlands,Limburg,5990,760,0,5230.0,536.1613532390322,12.68781302170284
336,Netherlands,Noord-Brabant,14278,1552,0,12726.0,557.0913262230512,10.869869729654011
337,Netherlands,Noord-Holland,18087,840,0,17247.0,628.1239939753995,4.644219605241333
338,Netherlands,Overijssel,4041,314,0,3727.0,347.6410135529238,7.7703538728037636
339,Netherlands,Sint Maarten,584,20,488,76.0,1361.876778135348,3.4246575342465766
340,Netherlands,Utrecht,7260,437,0,6823.0,535.8590056051147,6.019283746556474
341,Netherlands,Zeeland,1210,72,0,1138.0,315.5248664886515,5.950413223140496
342,Netherlands,Zuid-Holland,26644,1364,0,25280.0,718.4196278152752,5.119351448731422
343,Niger,Mandoul ماندول,1183,69,1104,10.0,4.887089639386488,5.832628909551986
344,Nigeria,Plateau,57145,1095,48431,7619.0,27.72150698060727,1.9161781433196248
345,North Macedonia,منطقة مكة المكرمة,16557,689,13792,2076.0,794.7181983123578,4.161381892854986
346,Oman,Klaipėdos apskritis,91753,818,84648,6287.0,1796.7454806719586,0.8915239828670453
347,Pakistan,Azad Jammu and Kashmir,2517,67,2257,193.0,62.21933936261885,2.6618990862137464
348,Pakistan,Balochistan,14269,145,12969,1155.0,115.59080030407291,1.0161889410610414
349,Pakistan,Gilgit-Baltistan,3450,81,3036,333.0,340.37632796097813,2.347826086956522
350,Pakistan,Islamabad,16124,180,15529,415.0,803.5595034715924,1.1163483006698092
351,Pakistan,Khyber Pakhtunkhwa,37317,1258,35500,559.0,122.25713863648943,3.3711177211458585
352,Pakistan,Punjab,98368,2226,94773,1369.0,89.41534085753682,2.2629310344827585
353,Pakistan,Sindh,133626,2459,128239,2928.0,279.04994713387407,1.840210737431338
354,Peru,Amazonas,12987,204,0,12783.0,3042.8772258669164,1.5708015708015708
355,Peru,Ancash,21235,1248,0,19987.0,1798.6616974419787,5.8770897103838005
356,Peru,Apurimac,4200,79,0,4121.0,975.156721615974,1.880952380952381
357,Peru,Arequipa,39046,1297,0,37749.0,2607.586483237612,3.321723095835681
358,Peru,Ayacucho,10410,286,0,10124.0,1557.9167913798265,2.7473583093179634
359,Peru,Cajamarca,18433,441,0,17992.0,1268.005778358671,2.392448326371181
360,Peru,Callao,30730,1687,0,29043.0,2719.7097088237892,5.489749430523918
361,Peru,Cusco,19135,387,0,18748.0,1409.9918944808785,2.02247191011236
362,Peru,Huancavelica,5997,102,0,5895.0,1641.6643854366275,1.7008504252126062
363,Peru,Huanuco,14919,366,0,14553.0,1962.251742733132,2.45324753669817
364,Peru,Ica,25278,1546,0,23732.0,2592.0836751435604,6.1159901890972375
365,Peru,Junin,17991,723,0,17268.0,1321.4102093279469,4.018676004669001
366,Peru,La Libertad,26715,2158,0,24557.0,1324.6231654105513,8.077858880778589
367,Peru,Lambayeque,24711,1650,0,23061.0,1885.184620079341,6.677188296709968
368,Peru,Lima,349167,14009,0,335158.0,3285.195465023287,4.012120274825513
369,Peru,Loreto,17506,940,0,16566.0,1703.5811599844296,5.369587569976008
370,Peru,Madre de Dios,7366,136,0,7230.0,4238.204833141542,1.8463209340211784
371,Peru,Moquegua,11703,253,0,11450.0,6073.170731707317,2.161838844740665
372,Peru,Pasco,4657,100,0,4557.0,1712.7620448694372,2.1473051320592647
373,Peru,Piura,33299,1911,0,31388.0,1625.927734375,5.738911078410762
374,Peru,Puno,11588,278,0,11310.0,936.0258481421648,2.399033482913359
375,Peru,San Martin,16297,686,0,15611.0,1811.5829257447754,4.20936368656808
376,Peru,Tacna,11012,194,0,10818.0,2968.194070080863,1.761714493280058
377,Peru,Tumbes,6735,293,0,6442.0,2677.9324055666,4.3504083147735715
378,Peru,Ucayali,15295,309,0,14986.0,2596.3333899168224,2.0202680614579926
379,Poland,المنطقة الشرقية,78330,2282,63861,12187.0,206.9670449965063,2.9133154602323503
380,Qatar,Волинська область,123146,209,120089,2848.0,4274.329587026997,0.16971724619557274
381,Russia,Adygea Republic,3775,31,3253,491.0,832.6422219085263,0.8211920529801324
382,Russia,Altai Krai,12914,164,11648,1102.0,549.5132080610022,1.2699396004336378
383,Russia,Altai Republic,2798,12,2235,551.0,1283.1154299445573,0.4288777698355968
384,Russia,Amur Oblast,3959,50,3514,395.0,495.85182810135973,1.262945188178833
385,Russia,Arkhangelsk Oblast,12290,257,9799,2234.0,1064.0434690760744,2.09113100081367
386,Russia,Astrakhan Oblast,6550,94,6144,312.0,643.725786573944,1.4351145038167938
387,Russia,Bashkortostan Republic,8384,33,8158,193.0,206.33510800230246,0.3936068702290077
388,Russia,Belgorod Oblast,8208,57,7521,630.0,529.5907543571228,0.6944444444444444
389,Russia,Bryansk Oblast,8927,37,7288,1602.0,737.1703295342128,0.414472947238714
390,Russia,Buryatia Republic,6152,62,5223,867.0,624.878746910903,1.0078023407022108
391,Russia,Chechen Republic,2374,40,1811,523.0,165.20747316770368,1.6849199663016006
392,Russia,Chelyabinsk Oblast,14928,122,10969,3837.0,427.3646192023214,0.8172561629153269
393,Russia,Chukotka Autonomous Okrug,182,2,172,8.0,368.809272918862,1.0989010989010992
394,Russia,Chuvashia Republic,8301,85,7047,1169.0,674.2657277902912,1.0239730152993616
395,Russia,Dagestan Republic,12514,543,10744,1227.0,408.4356952039648,4.3391401630174204
396,Russia,Ingushetia Republic,5136,78,4408,650.0,1052.3662873968071,1.5186915887850467
397,Russia,Irkutsk Oblast,18211,274,14815,3122.0,757.4676762908168,1.5045851408489377
398,Russia,Ivanovo Oblast,8184,130,6708,1346.0,806.5867307415591,1.5884652981427174
399,Russia,Jewish Autonomous Okrug,772,10,642,120.0,476.50203068870593,1.2953367875647668
400,Russia,Kabardino-Balkarian Republic,7191,86,6344,761.0,830.5344710496772,1.1959393686552635
401,Russia,Kaliningrad Oblast,3941,67,3118,756.0,396.2400927408937,1.7000761228114691
402,Russia,Kalmykia Republic,5681,65,3332,2284.0,2062.720350891207,1.1441647597254003
403,Russia,Kaluga Oblast,8672,72,7367,1233.0,856.8695803394279,0.8302583025830258
404,Russia,Kamchatka Krai,4224,67,3250,907.0,1338.5854219681391,1.5861742424242424
405,Russia,Karachay-Cherkess Republic,6285,28,4703,1554.0,1347.8302827548493,0.4455051710421639
406,Russia,Karelia Republic,3610,16,2635,959.0,579.9345846640235,0.443213296398892
407,Russia,Kemerovo Oblast,8323,67,6281,1975.0,308.8452645519628,0.8049981977652289
408,Russia,Khabarovsk Krai,11325,101,9144,2080.0,852.5922568813417,0.8918322295805741
409,Russia,Khakassia Republic,3963,47,3366,550.0,737.2844935843412,1.1859702245773405
410,Russia,Khanty-Mansi Autonomous Okrug,21077,179,20289,609.0,1375.5651029242752,0.8492669734781991
411,Russia,Kirov Oblast,7769,120,5512,2137.0,605.4215975524414,1.5446003346634058
412,Russia,Komi Republic,7432,97,6376,959.0,883.8433390060092,1.3051668460710442
413,Russia,Kostroma Oblast,4277,58,3148,1071.0,664.8282980271216,1.3560907177928454
414,Russia,Krasnodar Krai,12937,241,10164,2532.0,230.876857347834,1.8628739274947823
415,Russia,Krasnoyarsk Krai,18852,530,14706,3616.0,655.3804853611875,2.8113727986420542
416,Russia,Kurgan Oblast,3472,26,2973,473.0,410.62661953291223,0.7488479262672811
417,Russia,Kursk Oblast,7682,56,6483,1143.0,688.8221965375969,0.7289768289507941
418,Russia,Leningrad Oblast,7519,91,5358,2070.0,414.5403943950213,1.2102673227822849
419,Russia,Lipetsk Oblast,5715,37,5113,565.0,496.86967756070464,0.647419072615923
420,Russia,Magadan Oblast,2522,23,1971,528.0,1750.2828073925505,0.9119746233148296
421,Russia,Mari El Republic,4612,47,4075,490.0,675.9163047954593,1.0190806591500434
422,Russia,Mordovia Republic,6057,40,5025,992.0,752.3700214643452,0.6603929337956084
423,Russia,Moscow,275633,5044,236055,34534.0,2203.9236017714998,1.8299695609741944
424,Russia,Moscow Oblast,71348,1278,54355,15715.0,950.8775039532158,1.7912204967203005
425,Russia,Murmansk Oblast,14138,194,11694,2250.0,1876.1686242712894,1.37218842834913
426,Russia,Nenets Autonomous Okrug,324,0,114,210.0,736.413846398618,0.0
427,Russia,Nizhny Novgorod Oblast,30599,543,27156,2900.0,945.9457788417784,1.7745677963332136
428,Russia,North Ossetia - Alania Republic,5440,68,4607,765.0,775.1882752773364,1.25
429,Russia,Novgorod Oblast,4832,86,3539,1207.0,796.7339185722107,1.7798013245033113
430,Russia,Novosibirsk Oblast,12410,410,11289,711.0,444.9864442284252,3.30378726833199
431,Russia,Omsk Oblast,10190,261,8917,1012.0,519.8764744926358,2.561334641805692
432,Russia,Orel Oblast,7975,122,6365,1488.0,1067.2508554734914,1.5297805642633229
433,Russia,Orenburg Oblast,11729,82,10667,980.0,593.0566510931781,0.6991218347685225
434,Russia,Penza Oblast,9875,122,8479,1274.0,741.5584366821738,1.2354430379746837
435,Russia,Perm Krai,9012,248,6244,2520.0,343.56007841038274,2.751886373723924
436,Russia,Primorsky Krai,10985,113,9419,1453.0,574.2178536013679,1.028675466545289
437,Russia,Pskov Oblast,5091,65,3887,1139.0,799.7850901584488,1.2767629149479474
438,Russia,Rostov Oblast,19885,436,16054,3395.0,471.15806553421294,2.19260749308524
439,Russia,Ryazan Oblast,7747,47,6565,1135.0,690.7873031385478,0.6066864592745579
440,Russia,Saint Petersburg,40517,2762,27717,10038.0,757.0532900717218,6.816891675099341
441,Russia,Sakha (Yakutiya) Republic,8536,93,6632,1811.0,885.174162371802,1.0895032802249298
442,Russia,Sakhalin Oblast,5206,0,3679,1527.0,1062.0566688631343,0.0
443,Russia,Samara Oblast,10550,172,8210,2168.0,330.3570925319257,1.6303317535545023
444,Russia,Saratov Oblast,14332,93,9477,4762.0,581.9038145313548,0.6488975718671505
445,Russia,Smolensk Oblast,6408,137,5627,644.0,674.9895717903235,2.137952559300874
446,Russia,Stavropol Krai,14487,287,10225,3975.0,517.268343263086,1.9810864913370607
447,Russia,Sverdlovsk Oblast,27679,567,21087,6025.0,639.9390001424193,2.048484410563965
448,Russia,Tambov Oblast,7288,46,6392,850.0,705.1411056241002,0.6311745334796927
449,Russia,Tatarstan Republic,6974,45,5898,1031.0,179.08298418913463,0.6452537998279323
450,Russia,Tomsk Oblast,6713,78,5462,1173.0,622.5655673850947,1.1619246238641443
451,Russia,Tula Oblast,9808,356,8801,651.0,657.4365471175147,3.629690048939641
452,Russia,Tver Oblast,5862,227,4416,1219.0,456.58721695993296,3.872398498805868
453,Russia,Tyumen Oblast,8754,36,7402,1316.0,237.081572960676,0.4112405757368061
454,Russia,Tyva Republic,7321,71,6609,641.0,2275.5671045188087,0.9698128670946592
455,Russia,Udmurt Republic,4245,62,3261,922.0,280.5602480826731,1.4605418138987043
456,Russia,Ulyanovsk Oblast,14154,140,12136,1878.0,1135.3919163689275,0.9891196834817012
457,Russia,Vladimir Oblast,6906,201,5774,931.0,501.03857039316216,2.9105125977410946
458,Russia,Volgograd Oblast,13965,130,12334,1501.0,553.8862068254329,0.9308986752595776
459,Russia,Vologda Oblast,4124,45,3523,556.0,350.47493432844186,1.0911736178467508
460,Russia,Voronezh Oblast,16256,153,15125,978.0,696.5559558619368,0.9411909448818898
461,Russia,Yamalo-Nenets Autonomous Okrug,14398,98,13259,1041.0,2673.48996466418,0.6806500902903181
462,Russia,Yaroslavl Oblast,8041,45,7659,337.0,635.3086552409608,0.5596318865812709
463,Russia,Zabaykalsky Krai,5481,65,4602,814.0,510.9031828681048,1.1859149790184274
464,Rwanda,Béni Abbès ⴰⵢⵜ ⴰⴱⴱⴰⵙ بني عباس,4689,26,2910,1753.0,36.20231884769617,0.5544892301130305
465,San Marino,محافظة لحج,723,42,669,12.0,2130.355353880606,5.809128630705394
466,Sao Tome and Principe,Volta Region,908,15,876,17.0,414.30729007442017,1.6519823788546255
467,Senegal,Huíla,14688,302,11153,3233.0,87.72134140551232,2.056100217864924
468,Seychelles,Scotland,141,0,136,5.0,143.38010982306284,0.0
469,Slovakia,المنطقة الشرقية,6546,39,3519,2988.0,119.89794937141492,0.5957836846929423
470,Slovenia,محافظة شبوة,4309,141,2981,1187.0,207.2698866533393,3.2722209329310745
471,Somalia,Auvergne-Rhône-Alpes,3401,98,2812,491.0,21.399063336382643,2.881505439576596
472,South Sudan,Ouargla ⵡⴰⵔⴳⵍⴰ ورقلة,2642,49,1290,1303.0,23.602501007483745,1.854655563966692
473,Spain,Andalusia,47612,1662,10671,35279.0,564.9663211866524,3.490716626060657
474,Spain,Aragon,32266,1302,3772,27192.0,2443.3092581626643,4.035207338994606
475,Spain,Asturias,4340,341,1063,2936.0,424.57237051276405,7.857142857142858
476,Spain,Baleares,12059,270,1533,10256.0,1014.8793994378143,2.238991624512812
477,Spain,C. Valenciana,34370,1541,9970,22859.0,690.8585762041936,4.48356124527204
478,Spain,Canarias,11479,209,1537,9733.0,520.1411390905165,1.820716090251764
479,Spain,Cantabria,6058,231,2287,3540.0,1041.5359302387556,3.8131396500495214
480,Spain,Castilla - La Mancha,34835,3065,6392,25378.0,1711.8970827229361,8.798622075498779
481,Spain,Castilla y Leon,38872,2931,8716,27225.0,1614.46472677826,7.540131714344517
482,Spain,Catalonia,128901,5797,26203,96901.0,1703.5905038980732,4.497249827386909
483,Spain,Ceuta,441,9,163,269.0,519.8693842907496,2.0408163265306123
484,Spain,Extremadura,8166,544,2652,4970.0,766.4554205649582,6.6617683076169465
485,Spain,Galicia,18593,702,9204,8687.0,688.5171718248982,3.7756144785672032
486,Spain,La Rioja,7333,393,3107,3833.0,2338.545337419596,5.359334515205236
487,Spain,Madrid,187045,8999,40736,137310.0,2816.2433757038348,4.811141703868053
488,Spain,Melilla,664,4,125,535.0,784.0451534437766,0.6024096385542169
489,Spain,Murcia,13371,193,2180,10998.0,898.7922667969832,1.4434223319123476
490,Spain,Navarra,14205,553,3905,9747.0,2185.5661854984874,3.8929954241464273
491,Spain,Pais Vasco,39430,1749,16160,21521.0,1810.4762429518607,4.435708851128583
492,Sudan,الجبل الغربي,13535,836,6759,5940.0,30.86710521901745,6.176579239009974
493,Sweden,Blekinge,624,17,0,607.0,390.96274576143753,2.7243589743589745
494,Sweden,Dalarna,2365,174,0,2191.0,821.2775119284915,7.357293868921776
495,Sweden,Gavleborg,3285,167,0,3118.0,1143.0778545629162,5.083713850837139
496,Sweden,Gotland,324,6,0,318.0,542.8408672050397,1.851851851851852
497,Sweden,Halland,2356,83,0,2273.0,705.710383168388,3.5229202037351444
498,Sweden,Jamtland Harjedalen,1222,64,0,1158.0,934.1793440868436,5.2373158756137475
499,Sweden,Jonkoping,5224,181,0,5043.0,1436.747625818553,3.464777947932619
500,Sweden,Kalmar,911,64,0,847.0,371.16107005206845,7.025246981339188
501,Sweden,Kronoberg,1548,116,0,1432.0,768.3564220798238,7.493540051679586
502,Sweden,Norrbotten,1685,88,0,1597.0,673.7493652361321,5.222551928783383
503,Sweden,Orebro,2860,172,0,2688.0,938.3048178343532,6.013986013986014
504,Sweden,Ostergotland,3954,277,0,3677.0,849.4183610994747,7.005563985837128
505,Sweden,Skane,5366,276,0,5090.0,389.4538283833892,5.143496086470369
506,Sweden,Sormland,2460,254,0,2206.0,826.7795926598102,10.32520325203252
507,Sweden,Stockholm,23739,2400,0,21339.0,998.6618041202637,10.109945659042085
508,Sweden,Uppsala,3919,243,0,3676.0,1021.3362591311735,6.2005613676958395
509,Sweden,Varmland,1241,73,0,1168.0,439.42580750246094,5.882352941176473
510,Sweden,Vasterbotten,905,31,0,874.0,333.04383666499837,3.4254143646408837
511,Sweden,Vasternorrland,1881,136,0,1745.0,766.6692480446063,7.230196703880915
512,Sweden,Vastmanland,2854,183,0,2671.0,1034.6390182892567,6.412053258584442
513,Sweden,Vastra Gotaland,19514,860,0,18654.0,1130.6689163389594,4.407092343958183
514,Switzerland,توجدير Togdheer,49283,2045,40500,6738.0,569.4416553104942,4.149503885721241
515,Tunisia,ولاية النيل الأزرق,9110,138,2366,6606.0,77.08177047434819,1.5148188803512623
516,Turkey,محافظة حمص,301348,7445,266117,27786.0,357.30535174167863,2.4705655919402147
517,US,Alabama,144164,2437,0,141727.0,3146.021465040227,1.9997890722836897
518,US,Alaska,6722,44,0,6678.0,673.5633240373755,0.2026951168562521
519,US,Arizona,212938,5449,0,207489.0,2927.250678937341,3.111245297559342
520,US,Arkansas,75160,1181,0,73979.0,2531.229573446987,1.821153101596221
521,US,California,783313,15018,0,768295.0,1518.674378980244,1.4476562168715719
522,US,Colorado,64336,2013,0,62323.0,854.5063839285461,1.941066721888134
523,US,Connecticut,55527,4492,0,51035.0,1064.4761316973609,6.5158105510391495
524,US,Delaware,19449,621,0,18828.0,1524.8703069169965,2.5580093989673913
525,US,Diamond Princess,49,0,0,49.0,0.015348040305833198,0.0
526,US,District of Columbia,14902,619,0,14283.0,2111.515567149227,4.153804858408267
527,US,Florida,681233,13287,0,667946.0,3472.160863433461,1.8421327112143615
528,US,Georgia,305021,6599,0,298422.0,2981.9020564959264,2.8690190377003164
529,US,Grand Princess,103,3,0,100.0,0.0322622071734861,2.9126213592233015
530,US,Guam,2074,31,0,2043.0,1262.8707475537208,1.4946962391513985
531,US,Hawaii,11326,120,0,11206.0,278.96550431836994,1.5320547095944235
532,US,Idaho,37247,441,0,36806.0,1544.8530152686321,1.0032151815843326
533,US,Illinois,275041,8672,0,266369.0,1413.2987287253002,1.8558327513052506
534,US,Indiana,110759,3503,0,107256.0,1331.9935919893705,2.8768787784697323
535,US,Iowa,79804,1265,0,78520.0,2079.4414118933755,1.581705981167551
536,US,Kansas,52472,592,0,51880.0,1377.9631322221212,1.0742628903399776
537,US,Kentucky,61106,1108,0,59998.0,1111.4619227066994,1.7541109518683187
538,US,Louisiana,160093,5172,0,154921.0,3676.4584682321915,3.1335726636614445
539,US,Maine,4961,125,0,4836.0,201.0974533389236,2.036969859344655
540,US,Maryland,119744,3876,0,115868.0,1438.4297440495168,3.0592039040270094
541,US,Massachusetts,126778,9228,0,117550.0,1385.3160617327767,7.067663597350506
542,US,Michigan,128087,6969,0,121118.0,653.6786586993303,2.8542143237500217
543,US,Minnesota,88534,1963,0,86571.0,1261.0905289692173,1.3486193394805586
544,US,Mississippi,93087,2809,0,90278.0,3581.8612134892173,3.2772760930181106
545,US,Missouri,112864,1825,0,111039.0,1420.0939626961333,1.0118397939379902
546,US,Montana,10163,156,0,10007.0,859.5588654000953,0.9864958453399709
547,US,Nebraska,40764,433,0,40331.0,1266.8863724551904,0.9791841036014624
548,US,Nevada,75419,1528,0,73891.0,784.6526123436633,1.1301721410265566
549,US,New Hampshire,7920,438,0,7482.0,309.3225890277729,2.5504484813921056
550,US,New Jersey,197859,15866,0,181993.0,1940.2432438878036,7.721166322584689
551,US,New Mexico,27512,847,0,26665.0,1020.7064646962016,2.570814584613655
552,US,New York,448715,33027,0,415688.0,1006.7597780402216,3.9860741236317647
553,US,North Carolina,192247,3235,0,189012.0,1763.303090944363,1.8959174682070012
554,US,North Dakota,17607,192,0,17415.0,1647.0653564783158,0.7091735058433202
555,US,Northern Mariana Islands,68,2,0,66.0,123.31350645582475,2.9411764705882355
556,US,Ohio,143441,4594,0,138847.0,970.26325980338,3.175521154507983
557,US,Oklahoma,75804,943,0,74861.0,1567.0574697065301,1.3891102269845823
558,US,Oregon,30342,521,0,29821.0,827.0899083214051,1.1691487791374429
559,US,Pennsylvania,154236,7940,0,146296.0,733.4369961927424,3.5353146376534643
560,US,Puerto Rico,40437,0,0,40437.0,947.6585201337246,0.0
562,US,Rhode Island,21374,0,0,21374.0,1180.0665381573326,0.0
563,US,South Carolina,137240,3188,0,134052.0,2732.6869360403552,2.764962800536265
564,US,South Dakota,18444,200,0,18244.0,1593.0046470064467,0.8275307569346368
565,US,Tennessee,181439,2216,0,179223.0,2653.724464785746,1.2692344445502182
566,US,Texas,707926,15048,0,692878.0,1995.7202157039537,2.770733725450324
567,US,Utah,62852,440,0,62412.0,1587.9489110867598,0.7829202989001083
568,US,Vermont,1710,58,0,1652.0,189.59138320403773,1.5923367108605009
569,US,Virgin Islands,1257,19,0,1238.0,1171.831301040385,1.511535401750199
570,US,Virginia,139540,2987,0,136553.0,1551.4511434217384,2.375583716903502
571,US,Washington,82199,2037,0,80162.0,1106.877036595116,1.7117586347804399
572,US,West Virginia,13889,311,0,13578.0,588.539745238961,2.1284380368843405
573,US,Wisconsin,97279,1238,0,96041.0,1156.3535790004785,0.9911222072807964
574,US,Wyoming,4781,49,0,4731.0,768.2584568545471,1.2499979839011501
575,Uganda,El Bayadh ⵍⴱⴻⵢⴻⴹ البيض,6017,63,2581,3373.0,13.154500338864475,1.047033405351504
576,Ukraine,Cherkasy Oblast,2983,48,1345,1590.0,247.27463234166507,1.609118337244385
577,Ukraine,Chernihiv Oblast,3188,46,738,2404.0,316.9789558983639,1.4429109159347553
578,Ukraine,Chernivtsi Oblast,12917,329,7514,5074.0,1428.280777642878,2.5470310443601454
579,Ukraine,Crimea Republic*,3573,47,2400,1126.0,186.703355905297,1.315421214665547
580,Ukraine,Dnipropetrovsk Oblast,3878,89,1830,1959.0,120.94270440736048,2.294997421351212
581,Ukraine,Donetsk Oblast,2371,35,982,1354.0,56.9144586009125,1.4761703922395613
582,Ukraine,Ivano-Frankivsk Oblast,12212,277,5354,6581.0,889.2759668291037,2.26826072715362
583,Ukraine,Kharkiv Oblast,14464,295,4102,10067.0,540.5894308487299,2.0395464601769917
584,Ukraine,Kherson Oblast,790,20,436,334.0,76.13430476851316,2.5316455696202533
585,Ukraine,Khmelnytskyi Oblast,4481,90,2044,2347.0,354.3118751013082,2.008480249944209
586,Ukraine,Kiev,19140,312,5828,13000.0,648.6376575843839,1.6300940438871474
587,Ukraine,Kiev Oblast,7611,156,4929,2526.0,430.50103510300124,2.0496649586125346
588,Ukraine,Kirovohrad Oblast,973,52,777,144.0,102.90318111488668,5.344295991778006
589,Ukraine,Luhansk Oblast,735,5,399,331.0,34.156925746561186,0.6802721088435374
590,Ukraine,Lviv Oblast,18129,515,6040,11574.0,718.8282730397566,2.8407523856804016
591,Ukraine,Mykolaiv Oblast,2374,57,815,1502.0,94.13085775257223,2.4010109519797806
592,Ukraine,Odessa Oblast,11205,160,2424,8621.0,470.73740037003614,1.4279339580544401
593,Ukraine,Poltava Oblast,1461,33,714,714.0,104.32442969668794,2.2587268993839835
594,Ukraine,Rivne Oblast,11015,151,8576,2288.0,951.7835031681473,1.3708579210167953
595,Ukraine,Sevastopol*,763,22,517,224.0,172.15276696652387,2.8833551769331587
596,Ukraine,Sumy Oblast,2916,50,1302,1564.0,269.64596483505915,1.7146776406035664
597,Ukraine,Ternopil Oblast,11016,133,4862,6021.0,1053.2767174787905,1.2073347857661585
598,Ukraine,Vinnytsia Oblast,5200,98,3461,1641.0,333.24916655665174,1.8846153846153848
599,Ukraine,Volyn Oblast,6783,143,4774,1866.0,655.1534293413695,2.108211705734925
600,Ukraine,Zakarpattia Oblast,9110,290,4054,4766.0,724.8556256275847,3.18331503841932
601,Ukraine,Zaporizhia Oblast,2829,42,1075,1712.0,165.84243737381553,1.4846235418875928
602,Ukraine,Zhytomyr Oblast,4931,90,2379,2462.0,404.1163979796639,1.825187588724397
603,United Arab Emirates,województwo podlaskie,84242,404,73512,10326.0,851.755237401925,0.4795707604282899
604,United Kingdom,Anguilla,3,0,3,0.0,19.99733368884149,0.0
605,United Kingdom,Bermuda,180,9,166,5.0,289.0498289788512,5.0
606,United Kingdom,British Virgin Islands,69,1,48,20.0,228.19724178986007,1.4492753623188406
607,United Kingdom,Cayman Islands,208,1,204,3.0,316.4942178940961,0.4807692307692308
608,United Kingdom,Channel Islands,644,48,575,21.0,377.7148253068933,7.453416149068322
609,United Kingdom,England,336622,37076,0,299546.0,601.3555519032749,11.014134548544064
610,United Kingdom,Falkland Islands (Malvinas),13,0,13,0.0,373.2414585127763,0.0
611,United Kingdom,Gibraltar,350,0,322,28.0,1038.8531061707874,0.0
612,United Kingdom,Isle of Man,339,24,312,3.0,398.6734405870731,7.079646017699115
613,United Kingdom,Montserrat,13,1,12,0.0,260.05201040208044,7.6923076923076925
614,United Kingdom,Northern Ireland,9165,575,0,8590.0,487.0854591836735,6.273867975995637
615,United Kingdom,Scotland,24126,2505,0,21621.0,441.6012300258087,10.38298930614275
616,United Kingdom,Turks and Caicos Islands,668,5,572,91.0,1725.2957280851285,0.7485029940119761
617,United Kingdom,Wales,20445,1603,0,18842.0,651.4050850697762,7.840547811200782
618,Uzbekistan,Архангельская область,50992,427,47271,3294.0,152.35500556795515,0.8373862566677126
619,Western Sahara,North-Western Province,10,1,8,1.0,1.674116485025028,10.0
